ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-01-01,23.500324,8.216417300524745,23.904163237802944,23.500324,23.500324,-7.331986189702816,-7.331986189702816,-7.331986189702816,-0.30328524799278933,-0.30328524799278933,-0.30328524799278933,-7.028700941710027,-7.028700941710027,-7.028700941710027,0.0,0.0,0.0,16.16833781029718
2015-01-02,23.504897948858446,10.352073864311542,25.834644720913055,23.504897948858446,23.504897948858446,-5.326498350058277,-5.326498350058277,-5.326498350058277,1.750331312021132,1.750331312021132,1.750331312021132,-7.076829662079409,-7.076829662079409,-7.076829662079409,0.0,0.0,0.0,18.17839959880017
2015-01-03,23.509471897716896,11.64630644318651,27.244602912270746,23.509471897716896,23.509471897716896,-3.708681996612051,-3.708681996612051,-3.708681996612051,3.4283246998592,3.4283246998592,3.4283246998592,-7.137006696471251,-7.137006696471251,-7.137006696471251,0.0,0.0,0.0,19.800789901104846
2015-01-04,23.514045846575343,12.950999389739623,28.85745882884405,23.514045846575343,23.514045846575343,-2.701615499381858,-2.701615499381858,-2.701615499381858,4.506004019543846,4.506004019543846,4.506004019543846,-7.207619518925704,-7.207619518925704,-7.207619518925704,0.0,0.0,0.0,20.812430347193484
2015-01-05,23.51861979543379,2.1640561920131347,19.017086281804836,23.51861979543379,23.51861979543379,-12.541875875607163,-12.541875875607163,-12.541875875607163,-5.255168164750755,-5.255168164750755,-5.255168164750755,-7.286707710856408,-7.286707710856408,-7.286707710856408,0.0,0.0,0.0,10.976743919826626
2015-01-06,23.523193744292236,6.4595041871061065,22.515231196569303,23.523193744292236,23.523193744292236,-9.384282642184655,-9.384282642184655,-9.384282642184655,-2.0122537273640644,-2.0122537273640644,-2.0122537273640644,-7.372028914820591,-7.372028914820591,-7.372028914820591,0.0,0.0,0.0,14.138911102107581
2015-01-07,23.527767693150683,5.894499410944168,21.479820140691874,23.527767693150683,23.527767693150683,-9.575083563744432,-9.575083563744432,-9.575083563744432,-2.113952891329207,-2.113952891329207,-2.113952891329207,-7.461130672415225,-7.461130672415225,-7.461130672415225,0.0,0.0,0.0,13.95268412940625
2015-01-08,23.53234164200913,7.957261692290875,23.542122888669805,23.53234164200913,23.53234164200913,-7.8547113493045675,-7.8547113493045675,-7.8547113493045675,-0.3032852479960524,-0.3032852479960524,-0.3032852479960524,-7.5514261013085155,-7.5514261013085155,-7.5514261013085155,0.0,0.0,0.0,15.677630292704562
2015-01-09,23.53691559086758,10.244379747396401,25.098084025261777,23.53691559086758,23.53691559086758,-5.889939988417896,-5.889939988417896,-5.889939988417896,1.7503313120130943,1.7503313120130943,1.7503313120130943,-7.640271300430991,-7.640271300430991,-7.640271300430991,0.0,0.0,0.0,17.646975602449682
2015-01-10,23.541489539726026,11.371071548533386,26.422935483190113,23.541489539726026,23.541489539726026,-4.296717664044778,-4.296717664044778,-4.296717664044778,3.428324699868794,3.428324699868794,3.428324699868794,-7.725042363913572,-7.725042363913572,-7.725042363913572,0.0,0.0,0.0,19.24477187568125
